"geoRegion","date","median_R_mean","median_R_highHPD","median_R_lowHPD","timeframe_14d","timeframe_28d","timeframe_phase2","timeframe_phase2b","timeframe_all","type","version"
"AG",2020-02-07,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-08,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-09,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-10,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-13,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-14,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-15,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-17,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-19,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-20,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-21,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-22,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-23,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-24,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-25,1.27,2.62,0.4,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-26,1.56,3,0.58,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-27,1.58,2.93,0.67,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-28,1.8,3.23,0.77,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-02-29,2,3.42,0.94,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-01,2.27,3.68,1.18,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-02,2.48,3.85,1.42,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-03,2.62,3.89,1.61,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-04,2.7,3.85,1.76,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-05,2.79,3.82,1.91,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-06,2.73,3.65,1.94,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-07,2.58,3.38,1.92,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-08,2.39,3.05,1.81,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-09,2.18,2.74,1.67,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-10,1.97,2.46,1.54,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-11,1.82,2.24,1.45,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-12,1.7,2.09,1.36,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-13,1.61,1.96,1.3,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-14,1.54,1.86,1.25,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-15,1.46,1.75,1.2,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-16,1.39,1.66,1.14,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-17,1.32,1.57,1.08,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-18,1.25,1.49,1.03,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-19,1.19,1.42,0.99,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-20,1.15,1.36,0.95,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-21,1.11,1.32,0.92,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-22,1.06,1.26,0.88,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-23,1,1.19,0.83,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-24,0.94,1.13,0.77,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-25,0.89,1.07,0.73,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-26,0.84,1.01,0.68,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-27,0.8,0.97,0.64,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-28,0.77,0.94,0.62,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-29,0.74,0.92,0.59,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-30,0.72,0.89,0.56,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-03-31,0.69,0.86,0.53,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-01,0.67,0.84,0.51,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-02,0.65,0.83,0.49,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-03,0.65,0.84,0.48,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-04,0.66,0.86,0.49,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-05,0.68,0.89,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-06,0.7,0.93,0.51,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-07,0.72,0.96,0.52,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-08,0.74,0.99,0.52,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-09,0.75,1.01,0.52,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-10,0.77,1.05,0.54,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-11,0.81,1.1,0.56,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-12,0.85,1.14,0.59,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-13,0.86,1.18,0.6,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-14,0.86,1.18,0.59,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-15,0.84,1.16,0.57,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-16,0.79,1.11,0.53,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-17,0.75,1.06,0.49,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-18,0.72,1.03,0.46,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-19,0.7,1.03,0.44,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-20,0.7,1.04,0.43,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-21,0.7,1.05,0.42,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-22,0.7,1.07,0.41,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-23,0.69,1.07,0.4,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-24,0.69,1.09,0.39,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-25,0.7,1.1,0.39,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-26,0.71,1.14,0.39,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-27,0.75,1.2,0.4,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-28,0.77,1.26,0.42,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-29,0.79,1.3,0.41,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-04-30,0.81,1.33,0.41,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-01,0.82,1.35,0.41,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-02,0.81,1.37,0.4,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-03,0.82,1.38,0.39,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-04,0.82,1.41,0.39,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-05,0.83,1.42,0.39,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-06,0.82,1.45,0.38,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-07,0.82,1.43,0.37,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-08,0.8,1.42,0.35,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-09,0.76,1.38,0.32,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-10,0.72,1.35,0.29,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-11,0.69,1.32,0.26,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-12,0.66,1.3,0.24,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-13,0.66,1.33,0.23,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-14,0.67,1.37,0.22,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-15,0.67,1.44,0.21,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-16,0.7,1.51,0.2,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-17,0.72,1.58,0.2,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-18,0.75,1.66,0.2,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-19,0.8,1.76,0.2,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-20,0.84,1.84,0.21,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-21,0.86,1.91,0.22,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-22,0.9,2.01,0.23,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-23,0.92,2.06,0.24,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-24,0.93,2.1,0.23,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-25,0.89,2.08,0.22,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-26,0.84,1.97,0.19,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-27,0.79,1.91,0.16,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-28,0.76,1.88,0.15,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-29,0.78,1.95,0.15,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-30,0.82,2.09,0.16,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-05-31,0.96,2.29,0.18,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-01,1.05,2.47,0.24,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-02,1.14,2.62,0.27,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-03,1.23,2.76,0.31,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-04,1.29,2.84,0.36,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-05,1.37,2.92,0.41,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-06,1.42,2.98,0.45,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-07,1.44,2.93,0.46,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-08,1.39,2.78,0.46,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-09,1.32,2.64,0.45,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-10,1.27,2.5,0.45,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-11,1.26,2.43,0.47,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-12,1.32,2.48,0.52,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-13,1.43,2.6,0.6,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-14,1.61,2.79,0.74,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-15,1.81,2.99,0.9,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-16,2,3.19,1.08,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-17,2.14,3.3,1.23,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-18,2.21,3.31,1.33,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-19,2.17,3.15,1.36,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-20,2.02,2.88,1.31,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-21,1.82,2.55,1.19,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-22,1.59,2.24,1.06,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-23,1.41,1.95,0.94,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-24,1.25,1.74,0.83,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-25,1.13,1.58,0.75,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-26,1.04,1.48,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-27,1,1.41,0.65,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-28,0.97,1.37,0.63,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-29,0.95,1.36,0.62,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-06-30,0.96,1.36,0.61,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-01,0.97,1.37,0.63,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-02,0.99,1.39,0.65,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-03,1.02,1.44,0.68,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-04,1.06,1.49,0.71,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-05,1.1,1.55,0.74,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-06,1.13,1.57,0.76,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-07,1.13,1.56,0.77,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-08,1.12,1.54,0.76,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-09,1.08,1.5,0.74,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-10,1.06,1.47,0.72,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-11,1.06,1.46,0.72,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-12,1.04,1.44,0.72,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-13,1.03,1.42,0.71,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-14,1.01,1.4,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-15,1,1.39,0.68,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-16,0.99,1.38,0.68,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-17,1,1.38,0.68,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-18,1,1.38,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-19,1.01,1.4,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-20,1.02,1.41,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-21,1.02,1.41,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-22,1.02,1.39,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-23,1.01,1.38,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-24,1.01,1.39,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-25,1.02,1.4,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-26,1.04,1.42,0.71,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-27,1.06,1.45,0.73,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-28,1.08,1.47,0.75,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-29,1.1,1.5,0.78,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-30,1.14,1.54,0.81,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-07-31,1.17,1.57,0.84,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-01,1.2,1.59,0.86,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-02,1.21,1.6,0.87,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-03,1.2,1.58,0.87,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-04,1.18,1.55,0.86,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-05,1.16,1.51,0.85,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-06,1.15,1.49,0.84,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-07,1.15,1.5,0.85,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-08,1.15,1.49,0.86,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-09,1.16,1.49,0.86,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-10,1.15,1.47,0.86,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-11,1.13,1.44,0.85,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-12,1.11,1.42,0.84,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-13,1.1,1.41,0.83,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-14,1.11,1.41,0.84,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-15,1.11,1.41,0.85,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-16,1.1,1.4,0.85,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-17,1.09,1.38,0.84,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-18,1.06,1.34,0.81,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-19,1.02,1.29,0.78,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-20,0.99,1.26,0.75,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-21,0.97,1.24,0.74,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-22,0.96,1.23,0.73,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
"AG",2020-08-23,0.97,1.23,0.74,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-11_07-48-59"
